ID,Código,Documento,Departamento,Ruta SG chat,Formato,Revisión anterior,Revisión nueva propuesta,Fecha actualización,Estado,Cambio realizado,Responsable,Aprobador,SHA-256
186,ANEXO,ANEXO_POT-12-1.-_Hoja_de_procesos_-_Proceso_de_Seguimiento_Satelital_de_Unidades_DADA_(1).xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/ANEXO_POT-12-1.-_Hoja_de_procesos_-_Proceso_de_Seguimiento_Satelital_de_Unidades_DADA_(1).xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,fdbe287509c7ee04516ed78718f067503f72b2e696bed1c9a55c927cd06a7f2c
187,ANEXO,ANEXO_POT-18-2-_Programa_de_mantenimiento_de_unidades.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/ANEXO_POT-18-2-_Programa_de_mantenimiento_de_unidades.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,0ef8d2478d54f561df8fd329da987c2e60d2c7df7c419982b2a6cdf31f78f95f
188,ANEXO,ANEXO_POT-26-1-_Planilla_de_seguimiento_diario(1)_2_.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/ANEXO_POT-26-1-_Planilla_de_seguimiento_diario(1)_2_.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,824a3c23ed1c4fcca1e9e0ed97e610c44736e7ed39a7cc3df67148c3115ffe94
189,ANEXO,Anexo POT 26.2 Planilla de seguimiento diario_6_.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/Anexo POT 26.2 Planilla de seguimiento diario_6_.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,3c83a40dd185ab6cb288a14df6ae840c7444d5e99f42c3ba39f4a3998cfc934f
190,ANEXO,Anexo_POT_4.1_-_Panilla_de_monitoreo_1_.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/Anexo_POT_4.1_-_Panilla_de_monitoreo_1_.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,3a58fd6df9b7bbd578a814f16f622b4aebd8471446c76b5a9af20e2c516ea436
191,CRONOGRA,Cronograma_de_unidades.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/Cronograma_de_unidades.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,edfdc2c463ad2569d55646213f66131739c0d83af424caffeb79714cf3516aae
192,FO,FO_-_38_A_FORMULARIO_DE_CUMPLIMIENTO.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/FO_-_38_A_FORMULARIO_DE_CUMPLIMIENTO.xlsx,xlsx,A,B,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,903892a065f5018184c1e1167d868127dcfcbf744d1dba8caa0888616f6ffb0e
193,FLUJO,Flujo_de_comunicacion_TRANSPORTE.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/Flujo_de_comunicacion_TRANSPORTE.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,1f41e5eadb283fe2fdcc02b96a38ea7f46827ce385d97d67bc58f37b6445977f
194,MP-TR-01,MP-TR-01_Mapa_de_procesos.xlsx,Tráfico,Tráfico/Tráfico Bs As/En vigor/MP-TR-01_Mapa_de_procesos.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,c704144778603dd6d9badf4cf7e2cc9d26c34f035144491a455a213c2de8a270
195,POT-03,POT-03_Procedimiento_de_carga_y_descarga_F_1_ (1).doc,Tráfico,Tráfico/Tráfico Bs As/En vigor/POT-03_Procedimiento_de_carga_y_descarga_F_1_ (1).doc,doc,F,G,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,b88f9c678f9b64b78ec9e0b01d346724f226bab6da42535c7bf6782f3b29dede
196,POT-03,POT-03_Procedimiento_de_carga_y_descarga_F_1_.doc,Tráfico,Tráfico/Tráfico Bs As/En vigor/POT-03_Procedimiento_de_carga_y_descarga_F_1_.doc,doc,F,G,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,d441d6d05d9bf84515b385093b4be2a395a5352fe908baf8acb4460af051af82
197,POT-04,POT-04_C__Procedimiento_de_seguimiento_diario_de_unidades_y_registro_de_datos_2_.docx,Tráfico,Tráfico/Tráfico Bs As/En vigor/POT-04_C__Procedimiento_de_seguimiento_diario_de_unidades_y_registro_de_datos_2_.docx,docx,C,D,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,72486b1dd27b6ee0b12ac25bea55ee186a7f4df78adc51e3a99bd092944a5aee
198,POT-09,POT-09_Procedimiento_para_Choferes_de_camiones_JIT_E.doc,Tráfico,Tráfico/Tráfico Bs As/En vigor/POT-09_Procedimiento_para_Choferes_de_camiones_JIT_E.doc,doc,E,F,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,415bcde177e4fb346c8fc7054a52972bf9836b691e85bf5ca5f200b35ebff228
199,POT-23,POT-23_Procedimiento_de_Transportistas_Dentro_de_Planta_D.doc,Tráfico,Tráfico/Tráfico Bs As/En vigor/POT-23_Procedimiento_de_Transportistas_Dentro_de_Planta_D.doc,doc,D,E,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,2bf3425a0ce3dea90e3f227dc3bf3bb7b1d04c4c856871548eda0a9fa5ec9fda
200,POT-29,POT-29_Procedimiento_Operativo_y_Administrativo_para_viajes_Acindar_Ferrosider_Loginter-Fepa_C.doc,Tráfico,Tráfico/Tráfico Bs As/En vigor/POT-29_Procedimiento_Operativo_y_Administrativo_para_viajes_Acindar_Ferrosider_Loginter-Fepa_C.doc,doc,C,D,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,59bc9fa78d5e4040b5fdf926d0728e7ed874fa2ca0de72647423a12028566dea
201,ANEXO,ANEXO_4-A.-_Hoja_de_procesos_-_Proceso_de_Seguimiento_Satelital_de_Unidades_DADA(1).xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/ANEXO_4-A.-_Hoja_de_procesos_-_Proceso_de_Seguimiento_Satelital_de_Unidades_DADA(1).xlsx,xlsx,A,B,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,66a14b3ad8500cfcf9b6e4bc0e63e4f28924477f5d893097f6c3e3ac0b2d56e4
202,ANEXO,ANEXO_POT-12-1.-_Hoja_de_procesos_-_Proceso_de_Seguimiento_Satelital_de_Unidades_DADA(1).xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/ANEXO_POT-12-1.-_Hoja_de_procesos_-_Proceso_de_Seguimiento_Satelital_de_Unidades_DADA(1).xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,55c770d413c965a530078034300d412269fecc360e89e0185b68db8701119660
203,ANEXO,ANEXO_POT-18-1-_Plan_de_Mantenimiento_Unidades_DADA(1).xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/ANEXO_POT-18-1-_Plan_de_Mantenimiento_Unidades_DADA(1).xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,a790a18e9a47d084d2bbe233c94be9958fc1d7cdaef6275afa834e48f93f3013
204,ANEXO,ANEXO_POT-18-2-_Programa_de_mantenimiento_de_unidades(1).xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/ANEXO_POT-18-2-_Programa_de_mantenimiento_de_unidades(1).xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,0ef8d2478d54f561df8fd329da987c2e60d2c7df7c419982b2a6cdf31f78f95f
205,ANEXO,ANEXO_POT-26-1-_Planilla_de_seguimiento_diario(1)(1).xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/ANEXO_POT-26-1-_Planilla_de_seguimiento_diario(1)(1).xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,824a3c23ed1c4fcca1e9e0ed97e610c44736e7ed39a7cc3df67148c3115ffe94
206,ANEXO,Anexo_POT-07-1.-_Ayuda_visual_EPP(1).xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/Anexo_POT-07-1.-_Ayuda_visual_EPP(1).xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,c4d425540444d6dadaeb67db6f4658a2d04bdcac05656c5f0ae35c11f4950ff1
207,COPIA,Copia_de_Parte_Diario_Seguimiento.xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/Copia_de_Parte_Diario_Seguimiento.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,72cac0c4b93b6e7f5ca4308643706c8f8d5eb820459c4f0a2cca41eebe008626
208,FTC-002,FTC-002_Checklist_Unidades_2_.xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/FTC-002_Checklist_Unidades_2_.xlsx,xlsx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,7a431a9c767442a994800da3bea417f21b8fe9c91281e2edff79652924220e8f
209,FTC-006,FTC-006_TMS_Viajes_Multicliente_Sin_Ruta.xlsm,Tráfico,Tráfico/Tráfico CBA/En vigor/FTC-006_TMS_Viajes_Multicliente_Sin_Ruta.xlsm,xlsm,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,cb6b2c93f3981d754d30357b664cf9232a8351a8f2a1f9ee208136f1e640bdcf
210,POT-03,POT-03_Procedimiento_de_carga_y_descarga_E(1).doc,Tráfico,Tráfico/Tráfico CBA/En vigor/POT-03_Procedimiento_de_carga_y_descarga_E(1).doc,doc,E,F,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,d1006fca91d81215847d3d66d11f0d009bbc34c63c9963b0d9173fc100366aba
211,POT-04,POT-04_C.-_Procedimiento_de_seguimiento_diario_de_unidades_y_registro_de_datos(1).docx,Tráfico,Tráfico/Tráfico CBA/En vigor/POT-04_C.-_Procedimiento_de_seguimiento_diario_de_unidades_y_registro_de_datos(1).docx,docx,C,D,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,eeeed6c8dccbd7be7b40754c65f607e2e54ae93e2d54a8dc32dc23c0ea7cc8cf
212,POT-07,POT-07_Procedimiento_de_Capacitacion_de_Transportistas_D(1).doc,Tráfico,Tráfico/Tráfico CBA/En vigor/POT-07_Procedimiento_de_Capacitacion_de_Transportistas_D(1).doc,doc,D,E,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,9205a56584e162779c27d840c8f0a817e8a5e3ced6bf2e5b6b5a6656f2aa957c
213,POT-12,POT-12_E-_Procedimiento_de_Seguimiento_Satelital_de_unidades_de_DADA(1).doc,Tráfico,Tráfico/Tráfico CBA/En vigor/POT-12_E-_Procedimiento_de_Seguimiento_Satelital_de_unidades_de_DADA(1).doc,doc,E,F,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,5b2c68cd8539ebfa0ea94841d13244dd8355b5d0afc19cec3860eb0c52ac8aeb
214,PROCEDEM,Procedemiento_trafico_.docx,Tráfico,Tráfico/Tráfico CBA/En vigor/Procedemiento_trafico_.docx,docx,,A,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,e550f35ebef2138c83470ae47faf09358dad1e4fe5e1ad13bdf6b766bda2f57a
215,EXT-FTC-007,ext-FTC-007_R-INDU-SS-HS-023_4.000_(N).xlsx,Tráfico,Tráfico/Tráfico CBA/En vigor/ext-FTC-007_R-INDU-SS-HS-023_4.000_(N).xlsx,xlsx,N,O,2026-08-19,Actualizado — pendiente de aprobación,"Adecuación de información aplicable a ISO 9001:2015 / IATF 16949, preservando formato original",Dueño de proceso a confirmar,Dirección / Calidad,f5ceb0e245b809a8fd965586ee2ce8566765689a7c1a938ede897da908c1a592
